File number,Character,Type,Line,Character ID,Type,shr,Value ,Base Value,,,
00256,Junko,Trial 6,I cannot help but feel impressed that the Neo World Program was able to accomplish such a feat.,18,6,1,1,257,,,
00257,Junko,Trial 6,"But, as for Hajime, he probably would've been better off if he stayed erased.",18,6,1,2,258,,,
00258,Junko,Trial 6,He'll disappear.,18,6,1,3,259,,,
00259,Junko,Trial 6,All that will remain is Izuru Kamukura. An entirely different personality created by Hope's Peak Academy.,18,6,1,4,260,,,
00260,Junko,Trial 6,He will no longer be Hajime Hinata.,18,6,1,5,261,,,
00261,Junko,Trial 6,That's what you are. That's who Izuru Kamukura is.,18,6,1,6,262,,,
00262,Junko,Trial 6,"You're the one who brought me into this world. You're Izuru Kamukura, the mastermind who's behind all of this.",18,6,1,7,263,,,
00263,Junko,Trial 6,"Just so you know, as long as your brain has been messed with you can't undo it, no matter how hard you try.",18,6,1,8,264,,,
00264,Junko,Trial 6,"Have no way to be saved, you say? But you already know what you must do.",18,6,1,9,265,,,
00265,Junko,Trial 6,"In that case, the Hajime avatar will be uploaded into his real body.",18,6,1,10,266,,,
00266,Junko,Trial 6,"Sooo, Hajime will be safely reborn. Truly a royal road to a hopeless happy ending.",18,6,1,11,267,,,
00267,Junko,Trial 6,"Like, if you guys don't start the shutdown the Future Foundation will be trapped here.",18,6,1,12,268,,,
00268,Junko,Trial 6,I can't allow the Future Foundation to sacrifice themselves for the Ultimate Despairs.,18,6,1,13,269,,,
00269,Junko,Trial 6,"Jeez, you should've said so before! You guys aren't honest at all.",18,6,1,14,270,,,
00270,Junko,Trial 6,"""We have to protect the world from despair"", you say? Okay okay, that's getting so old.",18,6,1,15,271,,,
00271,Junko,Trial 6,Do you reaaally have to sacrifice yourselves just to protect the world in the first place?,18,6,1,16,272,,,
00272,Junko,Trial 6,What if the world's hope is different from your hope?,18,6,1,17,273,,,
00273,Junko,Trial 6,Even if the world was happy it's meaningless if you aren't happy.,18,6,1,18,274,,,
00274,Junko,Trial 6,"Plus, the Future Foundation wants to kill all the Ultimate Despairs, right?",18,6,1,19,275,,,
00275,Junko,Trial 6,Once you go back to Ultimate Despair the Future Foundations punishment time will activate.,18,6,1,20,276,,,
00276,Junko,Trial 6,It woul be absolutely dreaaadful if that were to happen.,18,6,1,21,277,,,
00277,Junko,Trial 6,"It's rather fucking hopeless, don't you think? Ahahahaha!",18,6,1,22,278,,,
00278,Junko,Trial 6,And can you guys even endure that?,18,6,1,23,279,,,
00279,Junko,Trial 6,Everything that happened here will just end up being a meaningless game.,18,6,1,24,280,,,
00280,Junko,Trial 6,"Everything you felt, awe, friendship, love, there won't even be save data left of it.",18,6,1,25,281,,,
00281,Junko,Trial 6,The girl you love and the guy you hate  grow weaker and skinnier each day they lay immobilized.,18,6,1,26,282,,,
00282,Junko,Trial 6,And in Hajime's case his very existence is going to disappear. All because of the academy he loves so much.,18,6,1,27,283,,,
00283,Junko,Trial 6,Will you be able to endure such despair? Who are you going to endure it for?,18,6,1,28,284,,,
00284,Junko,Trial 6,For people you've never met before? For people who don't even appreciate you?,18,6,1,29,285,,,
00285,Junko,Trial 6,Does that sound like hope to you?,18,6,1,30,286,,,
00286,Junko,Trial 6,So that's why you're telling them to start the shutdown sequence? To prevent that?,18,6,1,31,287,,,
00287,Junko,Trial 6,You're telling them to turn back into Ultimate Despair and lose all the memories they made in this world.,18,6,1,32,288,,,
00288,Junko,Trial 6,"Even among them, there are those who will simply cease to exist. And you're telling them to just ""deal with it""?",18,6,1,33,289,,,
00289,Junko,Trial 6,"Nonono, there is another way.",18,6,1,34,290,,,
00290,Junko,Trial 6,As long as they chose to graduate they can pass along their avatars' memories...,18,6,1,35,291,,,
00291,Junko,Trial 6,...and everyone here will be able to hold hands and keep on living.,18,6,1,36,292,,,
00292,Junko,Trial 6,"Well, everyone who died will be taken over by me but...",18,6,1,37,293,,,
00293,Junko,Trial 6,...don't you think that's a better fate than being a vegetable for the rest of their life?,18,6,1,38,294,,,
00294,Junko,Trial 6,...and which is true despair?,18,6,1,39,295,,,
00295,Junko,Trial 6,Everyone's hope is in conflict.,18,6,1,40,296,,,
00296,Junko,Trial 6,Such despair!,18,6,1,41,297,,,
00297,Junko,Trial 6,"Annnd, there's no answer. So you've chosen to make no choice at all.",18,6,1,42,298,,,
00298,Junko,Trial 6,"Jeez, once again this went exactly as I expected.",18,6,1,43,299,,,
00299,Junko,Trial 6,I get so hopelessly bored when everything goes according to plan.,18,6,1,44,300,,,
00300,Junko,Trial 6,"Oh well, since I have everyone's data I kinda figured things would play out like this.",18,6,1,45,301,,,
00301,Junko,Trial 6,"That is, unless something else hopelessly unpredictable happens.",18,6,1,46,302,,,
00302,Junko,Trial 6,"Well, I can say that. But the chance of something convenient happening is hopeless.",18,6,1,47,303,,,
00303,Junko,Trial 6,"After all, this is a game. A world where everything progresses with predetermined harmony.",18,6,1,48,304,,,
00304,Junko,Trial 6,"Fine, I guess it's okay. You don't have to force yourself to make a choice.",18,6,1,49,305,,,
00305,Junko,Trial 6,"A futureless future. Hm, I think it's fine if that exists too.",18,6,1,50,306,,,
00306,Junko,Trial 6,As long as you don't yearn for hope you'll never fall victim to despair.,18,6,1,51,307,,,
00307,Junko,Trial 6,That goes for me too. As long as I never yearn for despair I'll never need to hope for it.,18,6,1,52,308,,,
00308,Junko,Trial 6,"So, let's all free ourselves from this curse and stay here as the best of friends!",18,6,1,53,309,,,
00309,Junko,Trial 6,Let's immerse ourselves in this tropical island life forever and ever!,18,6,1,54,310,,,
00310,Junko,Trial 6,"Forever, and ever, and ever, and ever, and ever, and ever, and ever, and ever, and ever, and ever, and ever... and ever!",18,6,1,55,311,,,
00311,Junko,Trial 6,They're both hope and they're both despair!,18,6,1,56,312,,,
00312,Junko,Trial 6,A conclusion will never be fucking reached!,18,6,1,57,313,,,
00313,Junko,Trial 6,...,18,6,1,58,314,,,
00314,Junko,Trial 6,Huh? Who the hell are you?,18,6,1,59,315,,,
00315,Junko,Trial 6,D-don't tell me- Izuru?,18,6,1,60,316,,,
00316,Junko,Trial 6,"Hey, what the heck is going on? I-is th-this a serious bug or something?",18,6,1,61,317,,,
00317,Junko,Trial 6,You despair because you yearn for hope!,18,6,1,62,318,,,
00318,Junko,Trial 6,You yearn for hope because you despair!,18,6,1,63,319,,,
00319,Junko,Trial 6,Let's finish this already!,18,6,1,64,320,,,
00320,Junko,Trial 6,There's no need for you to choose!,18,6,1,65,321,,,
00321,Junko,Trial 6,Close your eyes and cover your ears!,18,6,1,66,322,,,
00322,Junko,Trial 6,Just shut the hell up!,18,6,1,67,323,,,
00323,Junko,Trial 6,If you do that this game is gonna continue forever!,18,6,1,68,324,,,
00324,Junko,Trial 6,If you don't want that just turn off the game!,18,6,1,69,325,,,
00325,Junko,Trial 6,Wh-what the heck is wrong with you? Why is there a bug like this all of a sudden?,18,6,1,70,326,,,
00326,Junko,Trial 6,Wh-what are you saying? There's no way something that convenient is going to happen.,18,6,1,71,327,,,
00327,Junko,Trial 6,"E-even if you talk big, if you leave here you're just gonna forget everything!",18,6,1,72,328,,,
00328,Junko,Trial 6,Th-that goes for everyone else!,18,6,1,73,329,,,
00329,Junko,Trial 6,Huh?,18,6,1,74,330,,,
00330,Junko,Trial 6,"S-seriously, that's a sucidical decision.",18,6,1,75,331,,,
00331,Junko,Trial 6,Y-you all... Why?,18,6,1,76,332,,,
00332,Junko,Trial 6,Why? How... how can you guys throw yourself back into the depths of despair?,18,6,1,77,333,,,
00333,Junko,Trial 6,Huh?,18,6,1,78,334,,,
00334,Junko,Trial 6,Th-that's impossible! That can't be hope. It's not even despair!,18,6,1,79,335,,,
00335,Junko,Trial 6,Wh-wh-what is thiiis?,18,6,1,80,336,,,
00336,Junko,Trial 6,Ahahaha.... Ahahahahaha...,18,6,1,81,337,,,
00337,Junko,Trial 6,Man... This is absolute despair! I feel despair upon despair and despair toward despair yet again.,18,6,1,82,338,,,
00338,Junko,Trial 6,How fun...,18,6,1,83,339,,,
00339,Junko,Trial 6,Once you've experience the despair I've suffered there's no turning back!,18,6,1,84,340,,,
00340,Junko,Trial 6,"Living in the shadows of past memories, that's too sad, you know?",18,6,1,85,341,,,
00341,Junko,Trial 6,"Huh, but I guess, I no longer... I no longer have to hope for despair.",18,6,1,86,342,,,
00342,Junko,Trial 6,This... Is... Just... So... Hope... Less...,18,6,1,87,343,,,
00343,Junko,Trial 6,I don't want anything!,18,6,1,88,344,,,
00344,Junko,Trial 6,I don't wanna lose anything!,18,6,1,89,345,,,
00345,Junko,Trial 6,The future is full of lies!,18,6,1,90,346,,,
00346,Junko,Trial 6,You have no argument!,18,6,1,91,347,,,
00347,Junko,Trial 6,There's no hope!,18,6,1,92,348,,,
00348,Junko,Trial 6,Any choice is despair!,18,6,1,93,349,,,
00349,Junko,Trial 6,The future will make you suffer!,18,6,1,94,350,,,
00350,Junko,Trial 6,Just give up already!,18,6,1,95,351,,,
00351,Junko,Trial 6,A miracle won't happen!,18,6,1,96,352,,,
00352,Junko,Trial 6,Izuru!,18,6,1,97,353,,,
00353,Junko,Trial 6,You're not hope!,18,6,1,98,354,,,
00354,Junko,Trial 6,What is this crappy feeling?,18,6,1,99,355,,,
00355,Junko,Trial 6,Gah-!,18,6,1,100,356,,,
00356,Junko,Trial 6,You won't be able to do it! You won't be able to do anything!,18,6,1,101,357,,,
00357,Junko,Trial 6,You don't have to look at a hopeless future.,18,6,1,102,358,,,
00358,Junko,Trial 6,Gah-! Ah-!,18,6,1,103,359,,,
00359,Mrs Hanamura,Trial 1,"Oh my, you're still talking about that?",23,99,0,101,101,,,
00360,Mrs Hanamura,Trial 1,"Yes, you're right.",23,99,0,102,102,,,
00361,Mrs Hanamura,Trial 1,Then I'll just have to do my best to keep the Hanamura Diner from going out of business until then.,23,99,0,103,103,,,
00362,Mrs Hanamura,Trial 1,I'll be fine. Moms are strong.,23,99,0,104,104,,,
00363,Mrs Hanamura,Trial 1,I won't lose to some illness.,23,99,0,105,105,,,
00364,Teruteru,Trial 1,Huh... The most pressing issue on our minds?,5,1,0,1,1,,,
00365,Teruteru,Trial 1,Hmm... Maybe he panicked during the blackout and dove under the table?,5,1,0,2,2,,,
00366,Teruteru,Trial 1,Then... was that knife inside the case too?,5,1,0,3,3,,,
00367,Teruteru,Trial 1,If there were night vision goggles inside it wouldn't be weird for a knife to be in there too.,5,1,0,4,4,,,
00368,Teruteru,Trial 1,"I am weird, aren't I? In times like this I'd rather be fantasizing about... tonight's main dish.",5,1,0,5,5,,,
00369,Teruteru,Trial 1,Huh? Duct tape?,5,1,0,6,6,,,
00370,Teruteru,Trial 1,What do you mean?,5,1,0,7,7,,,
00371,Teruteru,Trial 1,But the letter might've been just a little prank,5,1,0,8,8,,,
00372,Teruteru,Trial 1,You're right. They wouldn't have been able to see anything without the night vision goggles.,5,1,0,9,9,,,
00373,Teruteru,Trial 1,But if the murderer had the goggles when they took the knife... then how did Byakuya see them?,5,1,0,10,10,,,
00374,Teruteru,Trial 1,"Hey, how did it feel to... do your business in the dark? Did you... get excited?",5,1,0,11,11,,,
00375,Teruteru,Trial 1,I-I wouldn't do anything like that!,5,1,0,12,12,,,
00376,Teruteru,Trial 1,Laxatives would ruin the taste!,5,1,0,13,13,,,
00377,Teruteru,Trial 1,"Like I said, th-the dishes are innocent. Don't go making weird accusations.",5,1,0,14,14,,,
00378,Teruteru,Trial 1,I-I don't wanna do this either...,5,1,0,15,15,,,
00379,Teruteru,Trial 1,Wh-who?,5,1,0,16,16,,,
00380,Teruteru,Trial 1,Y-you just relied on your luck?,5,1,0,17,17,,,
00381,Teruteru,Trial 1,"Umm... What are you saying? He's already confessed, hasn't he?",5,1,0,18,18,,,
00382,Teruteru,Trial 1,B-but... we know who the killer is.,5,1,0,19,19,,,
00383,Teruteru,Trial 1,The killer is so obviously Nagito!,5,1,0,20,20,,,
00384,Teruteru,Trial 1,He... shoved you out?,5,1,0,21,21,,,
00385,Teruteru,Trial 1,"Y-you say you were shoved away but you can't actually prove it, right?",5,1,0,22,22,,,
00386,Teruteru,Trial 1,Th-there's still more?,5,1,0,23,23,,,
00387,Teruteru,Trial 1,Th-then... what does it mean?,5,1,0,24,24,,,
00388,Teruteru,Trial 1,R-really? B-but... it sounds like a riddle.,5,1,0,25,25,,,
00389,Teruteru,Trial 1,Huh? Could it be?,5,1,0,26,26,,,
00390,Teruteru,Trial 1,Hmm... Are you sure?,5,1,0,27,27,,,
00391,Teruteru,Trial 1,"No, I'm not talking about your sound effects.",5,1,0,28,28,,,
00392,Teruteru,Trial 1,"You're saying they snuck under the floorboards but that means they would've had to leave the party, right?",5,1,0,29,29,,,
00393,Teruteru,Trial 1,"So, was there anyone who was able to do that?",5,1,0,30,30,,,
00394,Teruteru,Trial 1,I was in the kitchen for a long time but I frequently went to the dining hall to deliver my dishes.,5,1,0,31,31,,,
00395,Teruteru,Trial 1,Then they could've stared at panties all day!,5,1,0,32,32,,,
00396,Teruteru,Trial 1,...without going to the storage room in the dark!,5,1,0,33,33,,,
00397,Teruteru,Trial 1,Maybe there really is a secret passage to go under the floorboards from outside and he came to spy...,5,1,0,34,34,,,
00398,Teruteru,Trial 1,"Oh, nohohahahaha!",5,1,0,35,35,,,
00399,Teruteru,Trial 1,But walking down that dark hallway to the storage room is like trying to make Egg Benedict without any eggs.,5,1,0,36,36,,,
00400,Teruteru,Trial 1,The hallway was really dark during the blackout.,5,1,0,37,37,,,
00401,Teruteru,Trial 1,Moving to the storage room like that...,5,1,0,38,38,,,
00402,Teruteru,Trial 1,...is like making a seafood bowl without fish!,5,1,0,39,39,,,
00403,Teruteru,Trial 1,A hole? What kind of hole? It would be great if you could explain it to me in... much more detail.,5,1,0,40,40,,,
00404,Teruteru,Trial 1,Oh I wasn't making a perverted joke or anything. It's really not a perverted joke. I'm-I'm serious.,5,1,0,41,41,,,
00405,Teruteru,Trial 1,Huh? What? What are you talking about?,5,1,0,42,42,,,
00406,Teruteru,Trial 1,Wh-what are you talking about? There's no way!,5,1,0,43,43,,,
00407,Teruteru,Trial 1,"O-objection or not, why am I being treated like the killer?",5,1,0,44,44,,,
00408,Teruteru,Trial 1,That's it? That's the only reason you're treating me like a killer? Isn't that a little drastic?,5,1,0,45,45,,,
